Time,Latitude,Longitude,Altitude,Temperature,Pressure,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MPU_Temperature
14797,0,0,19.39,17.08,101092.28,-0.82,9.73,-0.19,-0.04,0.04,-0.02,17.94
15315,0,0,19.38,17.08,101092.45,-1.04,9.73,-0.09,-0.03,0.03,-0.01,17.94
15819,0,0,19.35,17.08,101092.77,-0.79,9.73,-0.20,-0.03,0.03,-0.01,17.96
16299,0,0,19.35,17.08,101092.77,-0.89,9.75,-0.17,-0.03,0.04,-0.02,17.96
16820,No info on Latitude,No info on Longitude,19.35,17.08,101092.77,-0.91,9.72,-0.14,-0.03,0.03,-0.01,17.96
17323,0,0,19.32,17.08,101093.10,-0.77,9.73,-0.17,-0.03,0.04,-0.02,17.98
17844,0,0,19.36,17.08,101092.72,-1.03,9.73,-0.11,-0.03,0.04,-0.01,17.99
18334,0,0,19.34,17.08,101092.88,-0.84,9.71,-0.19,-0.03,0.04,-0.01,17.98
18808,0,0,19.34,17.08,101092.88,-0.88,9.69,-0.17,-0.03,0.04,-0.02,17.99
19307,0,0,19.34,17.08,101092.88,-1.00,9.74,-0.10,-0.03,0.04,-0.01,18.00
19830,0,0,19.34,17.08,101092.88,-0.79,9.74,-0.15,-0.03,0.04,-0.02,18.03
20346,0,0,19.32,17.08,101093.20,-0.97,9.74,-0.13,-0.03,0.04,-0.02,18.02
20802,0,0,19.32,17.08,101093.20,-0.97,9.73,-0.21,-0.03,0.03,-0.01,18.02
21346,0,0,19.32,17.08,101093.20,-0.89,9.76,-0.20,-0.03,0.04,-0.02,18.04
21802,0,0,19.30,17.08,101093.38,-0.99,9.73,-0.15,-0.03,0.04,-0.02,18.03
22372,0,0,19.32,17.08,101093.20,-0.85,9.73,-0.15,-0.03,0.04,-0.01,18.04
22805,0,0,19.32,17.08,101093.20,-0.87,9.74,-0.20,-0.03,0.04,-0.02,18.05
23282,0,0,19.32,17.08,101093.20,-0.99,9.73,-0.14,-0.03,0.04,-0.01,18.05
23838,0,0,19.32,17.08,101093.20,-0.86,9.73,-0.17,-0.03,0.03,-0.02,18.08
24304,0,0,19.32,17.08,101093.20,-0.94,9.73,-0.14,-0.03,0.03,-0.02,18.07
24846,0,0,19.30,17.08,101093.38,-0.88,9.72,-0.14,-0.03,0.03,-0.01,18.06
25313,0,0,19.30,17.08,101093.38,-0.91,9.75,-0.26,-0.03,0.03,-0.02,18.07
25846,34°3'1.25"N,80°25'15.85"W,19.30,17.08,101093.38,-0.94,9.72,-0.14,-0.03,0.03,-0.01,18.09
26330,0,0,19.30,17.08,101093.38,-0.91,9.73,-0.25,-0.03,0.04,-0.01,18.11
26829,0,0,19.30,17.08,101093.38,-0.89,9.72,-0.11,-0.03,0.04,-0.02,18.11
27330,0,0,19.29,17.08,101093.54,-0.97,9.73,-0.17,-0.03,0.04,-0.01,18.13
27845,0,0,19.30,17.08,101093.38,-0.87,9.72,-0.17,-0.03,0.04,-0.02,18.13
28329,0,0,19.29,17.08,101093.54,-0.91,9.73,-0.19,-0.03,0.04,-0.02,18.14
28804,0,0,19.29,17.08,101093.54,-0.92,9.74,-0.13,-0.03,0.04,-0.01,18.14
29281,0,0,19.29,17.08,101093.54,-0.84,9.73,-0.17,-0.03,0.03,-0.01,18.14
29812,0,0,19.29,17.08,101093.54,-0.92,9.75,-0.14,-0.03,0.04,-0.02,18.14
30281,0,0,19.29,17.08,101093.54,-0.91,9.74,-0.15,-0.03,0.03,-0.01,18.13
30804,0,0,19.29,17.08,101093.54,-0.90,9.74,-0.17,-0.03,0.04,-0.02,18.17
31347,0,0,19.29,17.08,101093.54,-0.89,9.74,-0.19,-0.03,0.04,-0.01,18.18
31812,0,0,19.29,17.08,101093.54,-0.88,9.72,-0.17,-0.03,0.04,-0.01,18.17
32346,0,0,19.29,17.08,101093.54,-0.94,9.73,-0.12,-0.03,0.03,-0.01,18.18
32814,0,0,19.29,17.08,101093.54,-0.89,9.73,-0.12,-0.03,0.04,-0.01,18.18
33346,34°3'1.27"02,1°97'0.00"24,19.29,17.08,101093.54,-0.92,9.74,-0.13,-0.03,0.04,-0.02,18.17
33831,0,0,19.29,17.08,101093.54,-0.93,9.74,-0.17,-0.03,0.04,-0.01,18.21
34320,0,0,19.28,17.08,101093.70,-0.87,9.73,-0.16,-0.03,0.04,-0.01,18.20
34831,0,0,19.28,17.08,101093.70,-0.96,9.73,-0.13,-0.03,0.04,-0.02,18.20
35346,0,0,19.28,17.08,101093.70,-0.92,9.72,-0.16,-0.03,0.04,-0.01,18.19
35813,0,0,19.29,17.08,101093.54,-0.95,9.72,-0.14,-0.03,0.04,-0.01,18.22
36337,0,0,19.32,17.08,101093.16,-0.93,9.72,-0.10,-0.03,0.03,-0.01,18.22
36813,0,0,19.32,17.08,101093.16,-0.93,9.75,-0.25,-0.03,0.04,-0.01,18.23
37337,0,0,19.30,17.08,101093.38,-0.91,9.73,-0.20,-0.03,0.04,-0.02,18.23
37804,0,0,19.35,17.08,101092.83,-0.97,9.74,-0.17,-0.03,0.03,-0.01,18.23
38372,0,0,19.35,17.08,101092.83,-0.86,9.75,-0.19,-0.03,0.04,-0.02,18.22
38805,0,0,19.33,17.08,101092.98,-0.92,9.72,-0.16,-0.04,0.04,-0.02,18.25
39282,0,0,19.35,17.08,101092.83,-0.92,9.73,-0.15,-0.03,0.04,-0.01,18.24
39838,0,0,19.36,17.08,101092.66,-0.90,9.71,-0.21,-0.03,0.04,-0.01,18.24
40304,0,0,19.36,17.08,101092.66,-0.97,9.74,-0.16,-0.03,0.04,-0.02,18.27
40838,0,0,19.36,17.08,101092.66,-0.91,9.75,-0.18,-0.03,0.03,-0.01,18.25
41313,0,0,19.36,17.08,101092.66,-0.93,9.75,-0.15,-0.03,0.04,-0.02,18.27
41830,34°3'1.29"N,80°25'15.85"W,19.36,17.08,101092.66,-0.92,9.74,-0.15,-0.03,0.04,-0.01,18.27
42329,0,0,19.38,17.08,101092.49,-0.88,9.75,-0.21,-0.03,0.04,-0.01,18.27
42805,0,0,19.38,17.08,101092.49,-0.89,9.71,-0.11,-0.03,0.04,-0.02,18.28
43282,0,0,19.38,17.08,101092.49,-0.96,9.71,-0.11,-0.03,0.03,-0.01,18.28
43838,0,0,19.39,17.08,101092.33,-0.88,9.74,-0.19,-0.03,0.04,-0.02,18.29
44304,0,0,19.39,17.08,101092.33,-0.96,9.73,-0.14,-0.03,0.04,-0.01,18.30
44838,0,0,19.38,17.08,101092.49,-0.89,9.73,-0.17,-0.03,0.04,-0.01,18.30
45313,0,0,19.40,17.08,101092.17,-0.96,9.74,-0.17,-0.03,0.04,-0.02,18.29
45830,34°3'1.29"N,80°25'15.85"W,19.40,17.08,101092.17,-0.93,9.73,-0.15,-0.03,0.04,-0.01,18.29
46329,0,0,19.40,17.08,101092.17,-0.93,9.74,-0.19,-0.03,0.03,-0.02,18.30
46805,0,0,19.39,17.08,101092.33,-0.93,9.73,-0.12,-0.03,0.04,-0.02,18.32
47282,0,0,19.39,17.08,101092.33,-0.93,9.73,-0.13,-0.03,0.04,-0.01,18.32
47838,0,0,19.38,17.08,101092.49,-0.90,9.72,-0.17,-0.03,0.04,-0.02,18.32
48304,0,0,19.38,17.08,101092.49,-0.94,9.75,-0.20,-0.03,0.04,-0.01,18.33
48838,0,0,19.39,17.08,101092.33,-0.94,9.74,-0.21,-0.03,0.03,-0.01,18.34
49313,0,0,19.38,17.08,101092.49,-0.94,9.73,-0.17,-0.03,0.04,-0.01,18.33
49830,34°3'1.30"N,80°25'15.88"W,19.36,17.08,101092.66,-0.91,9.74,-0.17,-0.03,0.03,-0.01,18.34
50329,0,0,19.36,17.08,101092.66,-0.89,9.73,-0.14,-0.03,0.04,-0.01,18.34
50805,0,0,19.36,17.08,101092.66,-0.91,9.74,-0.16,-0.03,0.04,-0.01,18.33
51282,0,0,19.36,17.08,101092.66,-0.91,9.74,-0.17,-0.03,0.03,-0.01,18.34
51838,0,0,19.35,17.08,101092.83,-0.92,9.73,-0.21,-0.03,0.03,-0.01,18.34
52304,0,0,19.36,17.08,101092.66,-0.91,9.73,-0.13,-0.03,0.04,-0.01,18.37
52838,0,0,19.38,17.08,101092.49,-0.89,9.74,-0.11,-0.03,0.04,-0.01,18.37
53313,0,0,19.39,17.08,101092.33,-0.90,9.73,-0.07,-0.03,0.04,-0.01,18.36
53830,34°3'1.32"N,80°25'15.88"W,19.38,17.08,101092.49,-0.94,9.73,-0.13,-0.03,0.04,-0.01,18.35
54329,0,0,19.38,17.08,101092.49,-0.87,9.73,-0.21,-0.03,0.04,-0.01,18.36
54805,0,0,19.39,17.08,101092.33,-0.88,9.74,-0.17,-0.03,0.03,-0.01,18.37
55282,0,0,19.39,17.08,101092.33,-0.96,9.71,-0.13,-0.03,0.04,-0.02,18.37
55838,0,0,19.40,17.08,101092.17,-0.90,9.73,-0.17,-0.03,0.04,-0.01,18.36
56304,0,0,19.42,17.08,101092.00,-0.94,9.74,-0.16,-0.03,0.04,-0.02,18.37
56838,0,0,19.43,17.08,101091.84,-0.93,9.74,-0.17,-0.03,0.04,-0.01,18.38
57313,0,0,19.44,17.08,101091.67,-0.87,9.72,-0.17,-0.03,0.04,-0.01,18.38
57830,34°3'1.32"N,80°25'15.88"W,19.44,17.08,101091.67,-0.94,9.74,-0.17,-0.03,0.04,-0.02,18.38
58329,0,0,19.44,17.08,101091.67,-0.91,9.73,-0.17,-0.03,0.04,-0.01,18.40
58805,0,0,19.46,17.08,101091.51,-0.90,9.73,-0.19,-0.03,0.03,-0.01,18.40
59282,0,0,19.46,17.08,101091.51,-0.96,9.73,-0.17,-0.03,0.04,-0.02,18.41
59838,0,0,19.47,17.08,101091.34,-0.80,9.72,-0.15,-0.03,0.04,-0.01,18.38
60304,0,0,19.47,17.08,101091.34,-0.90,9.74,-0.12,-0.03,0.03,-0.02,18.40
60838,0,0,19.46,17.08,101091.51,-0.87,9.69,-0.03,-0.03,0.03,-0.01,18.41
61313,0,0,19.46,17.08,101091.51,-0.81,9.73,-0.20,-0.03,0.04,-0.01,18.42
61830,34°3'1.32"N,80°25'15.88"W,19.47,17.08,101091.34,-0.86,9.71,-0.08,-0.04,0.04,-0.01,18.40
62329,0,0,19.49,17.08,101091.18,-1.02,9.74,-0.18,-0.03,0.03,-0.01,18.42
62803,0,0,19.49,17.08,101091.18,-0.85,9.74,-0.26,-0.04,0.05,-0.02,18.43
63329,0,0,19.49,17.08,101091.18,-0.86,9.73,-0.25,-0.03,0.04,-0.01,18.42
63805,0,0,19.49,17.08,101091.18,-0.85,9.72,-0.19,-0.03,0.03,-0.01,18.43
64281,0,0,19.49,17.08,101091.18,-0.96,9.75,-0.17,-0.04,0.04,-0.02,18.42
64804,0,0,19.49,17.08,101091.18,-1.01,9.74,-0.19,-0.03,0.04,-0.01,18.42
65346,0,0,19.49,17.08,101091.18,-0.91,9.74,-0.25,-0.03,0.03,-0.02,18.44
65805,0,0,19.49,17.08,101091.18,-1.01,9.73,-0.21,-0.03,0.04,-0.02,18.45
66346,0,0,19.50,17.08,101091.02,-0.91,9.71,-0.21,-0.03,0.03,-0.01,18.44
66814,0,0,19.50,17.08,101091.02,-0.87,9.72,-0.21,-0.03,0.04,-0.02,18.45
67344,34°3'1.33"N,80°23'0.00"22,19.50,17.08,101091.02,-0.92,9.73,-0.18,-0.03,0.04,-0.01,18.45
67831,0,0,19.51,17.08,101090.85,-0.85,9.72,-0.20,-0.03,0.04,-0.01,18.44
68346,0,0,19.51,17.08,101090.85,-0.94,9.73,-0.18,-0.03,0.04,-0.01,18.44
68828,0,0,19.53,17.08,101090.69,-0.93,9.74,-0.14,-0.03,0.04,-0.01,18.46
69287,0,0,19.51,17.08,101090.91,-0.86,9.72,-0.17,-0.03,0.04,-0.01,18.47
69795,34°3'1.33"N,80°25'15.88"W,19.51,17.08,101090.91,-0.93,9.73,-0.16,-0.03,0.04,-0.02,18.46
70287,0,0,19.55,17.08,101090.36,-0.88,9.74,-0.15,-0.03,0.04,-0.01,18.46
70795,0°0'0.00"3403.02232,0°0'0.00"08025.26467,19.54,17.08,101090.58,-0.87,9.71,-0.19,-0.03,0.04,-0.02,18.46
71280,0,0,19.54,17.08,101090.58,-0.91,9.74,-0.14,-0.03,0.03,-0.01,18.46
71804,0,0,19.55,17.08,101090.42,-0.86,9.74,-0.18,-0.03,0.04,-0.01,18.48
72300,0,0,19.56,17.08,101090.25,-0.93,9.74,-0.18,-0.03,0.03,-0.02,18.48
72804,0,0,19.59,17.08,101089.92,-0.89,9.72,-0.11,-0.03,0.03,-0.01,18.49
73287,0,0,19.59,17.08,101089.92,-0.91,9.74,-0.18,-0.03,0.04,-0.01,18.49
73804,0,0,19.60,17.08,101089.77,-0.95,9.72,-0.17,-0.03,0.04,-0.01,18.50
74287,0,0,19.60,17.08,101089.77,-0.86,9.73,-0.18,-0.03,0.03,-0.01,18.49
74804,0,0,19.60,17.08,101089.77,-0.93,9.74,-0.18,-0.03,0.04,-0.02,18.48
75287,0,0,19.62,17.08,101089.59,-0.91,9.75,-0.14,-0.03,0.04,-0.01,18.50
75804,0,0,19.62,17.08,101089.59,-0.88,9.74,-0.18,-0.03,0.04,-0.01,18.50
76284,0,0,19.60,17.08,101089.81,-0.92,9.73,-0.17,-0.03,0.04,-0.01,18.51
76804,0,0,19.60,17.08,101089.81,-0.90,9.74,-0.16,-0.03,0.04,-0.01,18.52
77282,0,0,19.60,17.08,101089.81,-0.93,9.72,-0.18,-0.03,0.04,-0.02,18.52
77804,0,0,19.61,17.08,101089.66,-0.95,9.74,-0.16,-0.03,0.03,-0.01,18.52
78287,0,0,19.61,17.08,101089.66,-0.89,9.74,-0.16,-0.03,0.04,-0.01,18.52
78804,0,0,19.63,17.08,101089.48,-0.93,9.73,-0.14,-0.03,0.04,-0.02,18.51
79280,0,0,19.64,17.08,101089.33,-0.92,9.73,-0.20,-0.03,0.04,-0.01,18.53
79804,0,0,19.61,17.08,101089.68,-0.88,9.74,-0.20,-0.03,0.04,-0.02,18.53
80287,0,0,19.62,17.08,101089.52,-0.93,9.74,-0.14,-0.03,0.04,-0.01,18.54
80804,0,0,19.64,17.08,101089.35,-0.95,9.71,-0.16,-0.03,0.04,-0.01,18.53
81281,0,0,19.65,17.08,101089.19,-0.92,9.71,-0.13,-0.03,0.04,-0.02,18.52
81804,0,0,19.65,17.08,101089.19,-0.91,9.73,-0.17,-0.03,0.04,-0.01,18.52
82282,0,0,19.66,17.08,101089.02,-0.90,9.73,-0.16,-0.03,0.04,-0.01,18.54
82804,0,0,19.63,17.09,101089.41,-0.92,9.72,-0.16,-0.03,0.04,-0.02,18.52
83282,0,0,19.65,17.09,101089.24,-0.90,9.71,-0.16,-0.03,0.03,-0.01,18.54
83804,0,0,19.66,17.09,101089.08,-0.87,9.73,-0.17,-0.03,0.04,-0.02,18.54
84290,0,0,19.69,17.09,101088.75,-0.92,9.72,-0.12,-0.03,0.04,-0.01,18.54
84804,0,0,19.69,17.09,101088.75,-0.91,9.72,-0.16,-0.03,0.04,-0.01,18.53
85290,0,0,19.69,17.09,101088.75,-0.92,9.74,-0.17,-0.03,0.04,-0.02,18.57
85804,0,0,19.70,17.09,101088.59,-0.90,9.73,-0.19,-0.03,0.03,-0.01,18.55
86301,0,0,19.70,17.09,101088.59,-0.92,9.73,-0.17,-0.03,0.03,-0.01,18.56
86804,0,0,19.72,17.09,101088.42,-0.93,9.70,-0.15,-0.03,0.04,-0.02,18.56
87290,0,0,19.68,17.09,101088.81,-0.90,9.72,-0.14,-0.03,0.04,-0.01,18.57
87804,0,0,19.68,17.09,101088.81,-0.93,9.75,-0.15,-0.03,0.04,-0.02,18.56
88288,0,0,19.68,17.09,101088.81,-0.91,9.76,-0.20,-0.03,0.04,-0.01,18.58
88804,0,0,19.68,17.09,101088.81,-0.93,9.73,-0.20,-0.03,0.03,-0.02,18.59
89284,0,0,19.70,17.09,101088.65,-0.91,9.73,-0.16,-0.03,0.04,-0.01,18.58
89804,0,0,19.66,17.09,101089.03,-0.90,9.74,-0.19,-0.03,0.04,-0.01,18.56
90288,0,0,19.68,17.09,101088.86,-0.89,9.73,-0.10,-0.03,0.04,-0.01,18.57
90804,0,0,19.68,17.09,101088.86,-0.92,9.73,-0.20,-0.03,0.04,-0.01,18.58
91284,0,0,19.69,17.09,101088.70,-0.91,9.73,-0.15,-0.03,0.04,-0.01,18.58
91804,0,0,19.67,17.09,101088.92,-0.92,9.74,-0.19,-0.03,0.03,-0.01,18.59
92290,0,0,19.67,17.09,101088.92,-0.91,9.71,-0.14,-0.03,0.04,-0.02,18.58
92804,0,0,19.69,17.09,101088.77,-0.91,9.73,-0.12,-0.03,0.04,-0.01,18.57
93289,0,0,19.69,17.09,101088.77,-0.95,9.73,-0.16,-0.03,0.04,-0.01,18.60
93804,0,0,19.67,17.10,101088.98,-0.93,9.74,-0.15,-0.03,0.04,-0.01,18.58
94282,0,0,19.67,17.10,101088.98,-0.90,9.73,-0.21,-0.03,0.04,-0.01,18.59
94804,0,0,19.70,17.10,101088.66,-0.90,9.73,-0.21,-0.03,0.04,-0.02,18.61
95286,0,0,19.71,17.10,101088.48,-0.94,9.73,-0.13,-0.03,0.03,-0.01,18.59
95804,0,0,19.71,17.10,101088.48,-0.88,9.71,-0.14,-0.03,0.04,-0.01,18.59
96284,0,0,19.74,17.10,101088.16,-0.92,9.73,-0.15,-0.03,0.04,-0.01,18.59
96804,0,0,19.75,17.10,101088.00,-0.91,9.73,-0.17,-0.03,0.04,-0.01,18.61
97290,0,0,19.76,17.10,101087.83,-0.89,9.75,-0.17,-0.03,0.04,-0.02,18.61
97804,0,0,19.75,17.10,101088.05,-0.98,9.73,-0.16,-0.03,0.04,-0.01,18.59
98300,0,0,19.77,17.10,101087.72,-0.89,9.73,-0.17,-0.03,0.04,-0.01,18.60
98804,0,0,19.77,17.10,101087.72,-0.86,9.74,-0.17,-0.03,0.04,-0.02,18.62
99287,0,0,19.77,17.10,101087.72,-0.91,9.72,-0.17,-0.03,0.03,-0.01,18.61
99804,0,0,19.76,17.10,101087.95,-0.91,9.75,-0.21,-0.03,0.04,-0.02,18.61
100295,0,0,19.78,17.10,101087.62,-0.93,9.74,-0.18,-0.03,0.03,-0.01,18.61
100804,0,0,19.80,17.10,101087.45,-0.88,9.74,-0.12,-0.03,0.04,-0.01,18.61
101287,0,0,19.78,17.10,101087.67,-0.94,9.73,-0.14,-0.03,0.04,-0.02,18.62
101804,0,0,19.79,17.10,101087.52,-0.88,9.69,-0.14,-0.03,0.04,-0.01,18.62
102289,0,0,19.81,17.10,101087.34,-0.85,9.73,-0.17,-0.03,0.04,-0.02,18.61
102804,0,0,19.81,17.10,101087.34,-0.93,9.73,-0.17,-0.03,0.04,-0.01,18.63
103287,0,0,19.83,17.10,101087.02,-0.89,9.74,-0.16,-0.03,0.03,-0.01,18.61
103804,0,0,19.85,17.10,101086.86,-0.91,9.74,-0.18,-0.03,0.04,-0.01,18.64
104300,0,0,19.84,17.11,101086.91,-0.91,9.71,-0.13,-0.03,0.04,-0.02,18.62
104804,0,0,19.87,17.11,101086.58,-0.89,9.75,-0.20,-0.03,0.04,-0.01,18.62
105281,0,0,19.88,17.11,101086.42,-0.88,9.73,-0.17,-0.03,0.04,-0.01,18.63
105804,0,0,19.88,17.11,101086.48,-0.94,9.73,-0.19,-0.03,0.03,-0.02,18.64
106281,0,0,19.88,17.11,101086.48,-0.97,9.73,-0.14,-0.03,0.03,-0.01,18.64
106806,0,0,19.88,17.11,101086.48,-0.86,9.73,-0.16,-0.03,0.04,-0.02,18.65
107287,0,0,19.86,17.11,101086.70,-0.94,9.73,-0.14,-0.03,0.04,-0.01,18.63
107808,0,0,19.89,17.11,101086.38,-0.85,9.73,-0.21,-0.03,0.03,-0.01,18.66
108300,0,0,19.91,17.11,101086.04,-0.94,9.72,-0.12,-0.03,0.04,-0.02,18.65
108810,0,0,19.93,17.11,101085.88,-0.93,9.74,-0.15,-0.03,0.04,-0.01,18.65
109284,0,0,19.93,17.11,101085.88,-0.83,9.73,-0.16,-0.03,0.04,-0.01,18.66
109811,0,0,19.91,17.11,101086.09,-0.97,9.75,-0.17,-0.03,0.04,-0.02,18.67
110282,0,0,19.94,17.11,101085.77,-0.88,9.71,-0.16,-0.03,0.04,-0.01,18.66
110843,0,0,19.95,17.11,101085.61,-0.93,9.72,-0.12,-0.03,0.04,-0.02,18.66
111303,0,0,19.95,17.12,101085.66,-0.92,9.72,-0.14,-0.03,0.03,-0.01,18.66
111813,0,0,19.95,17.12,101085.66,-0.94,9.74,-0.20,-0.03,0.04,-0.02,18.66
112349,34°3'1.36"N,80°25'15.85"W,19.97,17.12,101085.33,-0.91,9.72,-0.16,-0.03,0.04,-0.01,18.66
112830,0,0,19.95,17.12,101085.55,-0.88,9.73,-0.22,-0.03,0.04,-0.02,18.66
113346,0,0,19.95,17.12,101085.55,-0.92,9.73,-0.14,-0.03,0.04,-0.01,18.67
113827,0,0,19.97,17.12,101085.39,-0.86,9.73,-0.16,-0.03,0.03,-0.01,18.67
114335,0,0,19.98,17.12,101085.23,-0.93,9.74,-0.18,-0.03,0.04,-0.01,18.67
114831,0,0,20.00,17.12,101085.06,-0.91,9.73,-0.17,-0.03,0.03,-0.01,18.68
115322,0,0,20.00,17.12,101085.06,-0.88,9.72,-0.12,-0.03,0.04,-0.02,18.67
115831,0,0,19.98,17.12,101085.28,-0.95,9.74,-0.14,-0.03,0.04,-0.01,18.67
116346,0,0,20.00,17.12,101084.95,-0.85,9.73,-0.18,-0.03,0.04,-0.02,18.69
116813,0,0,20.00,17.12,101084.95,-0.93,9.76,-0.15,-0.03,0.04,-0.02,18.68
117339,0,0,20.02,17.12,101084.79,-0.91,9.73,-0.18,-0.03,0.04,-0.01,18.68
117838,0,0,19.99,17.12,101085.17,-0.87,9.73,-0.20,-0.03,0.04,-0.02,18.70
118303,0,0,20.01,17.12,101084.85,-0.92,9.74,-0.17,-0.03,0.04,-0.02,18.70
118811,0,0,20.03,17.12,101084.69,-0.84,9.72,-0.16,-0.03,0.04,-0.01,18.69
119281,0,0,20.02,17.13,101084.74,-0.84,9.71,-0.20,-0.03,0.03,-0.01,18.70
119806,0,0,20.02,17.13,101084.74,-0.90,9.73,-0.15,-0.03,0.04,-0.01,18.70
120346,0,0,20.04,17.13,101084.58,-0.90,9.73,-0.15,-0.03,0.03,-0.01,18.69
120807,0,0,20.03,17.13,101084.64,-0.88,9.73,-0.17,-0.03,0.03,-0.02,18.71
121346,0,0,20.03,17.13,101084.64,-0.95,9.72,-0.20,-0.03,0.04,-0.01,18.70
121814,0,0,20.05,17.13,101084.47,-0.85,9.71,-0.11,-0.03,0.04,-0.01,18.70
122348,34°3'1.36"N,0°2'0.00"197,20.05,17.13,101084.47,-0.92,9.73,-0.10,-0.03,0.04,-0.02,18.72
122831,0,0,20.05,17.13,101084.47,-0.95,9.73,-0.19,-0.03,0.03,-0.01,18.72
123346,0,0,20.04,17.13,101084.53,-0.91,9.71,-0.16,-0.03,0.04,-0.02,18.71
123807,0,0,20.04,17.13,101084.53,-0.94,9.73,-0.17,-0.03,0.03,-0.02,18.71
124346,0,0,20.05,17.13,101084.36,-0.85,9.73,-0.13,-0.03,0.03,-0.02,18.71
124813,0,0,20.05,17.13,101084.36,-0.92,9.72,-0.11,-0.03,0.04,-0.02,18.71
125339,0,0,20.05,17.13,101084.42,-0.86,9.71,-0.18,-0.03,0.04,-0.01,18.73
125813,0,0,20.06,17.13,101084.26,-0.94,9.73,-0.21,-0.03,0.03,-0.02,18.71
126339,0,0,20.09,17.13,101083.92,-0.92,9.71,-0.17,-0.03,0.03,-0.01,18.71
126807,0,0,20.09,17.13,101083.92,-0.91,9.72,-0.19,-0.03,0.04,-0.01,18.71
127373,0,0,20.07,17.14,101084.15,-0.93,9.74,-0.14,-0.03,0.04,-0.01,18.73
127846,0,0,20.09,17.14,101083.98,-0.86,9.72,-0.16,-0.03,0.04,-0.01,18.74
128307,0,0,20.10,17.14,101083.82,-0.91,9.73,-0.18,-0.03,0.04,-0.02,18.73
128846,0,0,20.10,17.14,101083.85,-0.91,9.74,-0.19,-0.03,0.04,-0.01,18.72
129307,0,0,20.10,17.14,101083.85,-0.93,9.73,-0.18,-0.03,0.03,-0.02,18.73
129846,0,0,20.10,17.14,101083.85,-0.92,9.71,-0.17,-0.03,0.03,-0.01,18.74
130314,0,0,20.10,17.14,101083.85,-0.90,9.75,-0.12,-0.03,0.04,-0.01,18.72
130848,0°3'0.00"3,0°11'0.00"20,20.08,17.14,101084.06,-0.92,9.73,-0.13,-0.03,0.04,-0.01,18.72
131331,0,0,20.08,17.14,101084.06,-0.96,9.74,-0.14,-0.03,0.04,-0.01,18.72
131822,0,0,20.07,17.14,101084.12,-0.88,9.72,-0.24,-0.03,0.04,-0.01,18.72
132331,0,0,20.09,17.14,101083.97,-0.96,9.72,-0.16,-0.03,0.04,-0.02,18.74
132822,0,0,20.09,17.14,101083.97,-0.91,9.74,-0.18,-0.03,0.04,-0.01,18.73
133331,0,0,20.07,17.15,101084.19,-0.89,9.72,-0.16,-0.03,0.03,-0.02,18.74
133822,0,0,20.07,17.15,101084.19,-0.97,9.72,-0.12,-0.03,0.04,-0.01,18.72
134331,0,0,20.10,17.15,101083.86,-0.90,9.75,-0.22,-0.03,0.03,-0.01,18.74
134822,0,0,20.10,17.15,101083.86,-0.91,9.72,-0.17,-0.03,0.04,-0.02,18.76
135331,0,0,20.06,17.15,101084.24,-0.96,9.74,-0.22,-0.03,0.04,-0.01,18.74
135822,0,0,20.08,17.15,101084.08,-0.86,9.72,-0.13,-0.03,0.04,-0.01,18.75
136331,0,0,20.08,17.15,101084.08,-0.94,9.72,-0.13,-0.03,0.04,-0.02,18.74
136822,0,0,20.06,17.15,101084.30,-0.90,9.73,-0.13,-0.03,0.04,-0.01,18.75
137331,0,0,20.06,17.15,101084.30,-0.92,9.74,-0.19,-0.04,0.04,-0.02,18.75
137822,0,0,20.09,17.15,101083.97,-0.95,9.73,-0.13,-0.03,0.04,-0.01,18.74
138331,0,0,20.05,17.15,101084.36,-0.90,9.71,-0.18,-0.03,0.04,-0.01,18.75
138822,0,0,20.07,17.15,101084.19,-0.94,9.73,-0.13,-0.03,0.04,-0.02,18.72
139331,0,0,20.10,17.15,101083.86,-0.93,9.71,-0.12,-0.03,0.04,-0.01,18.76
139822,0,0,20.08,17.16,101084.09,-0.85,9.74,-0.17,-0.03,0.04,-0.02,18.74
140331,0,0,20.09,17.16,101083.92,-0.91,9.72,-0.17,-0.03,0.04,-0.01,18.77
140822,0,0,20.09,17.16,101083.92,-0.86,9.73,-0.23,-0.03,0.03,-0.01,18.77
141331,0,0,20.09,17.16,101083.98,-0.94,9.72,-0.11,-0.03,0.04,-0.02,18.76
141822,0,0,20.09,17.16,101083.98,-0.94,9.72,-0.15,-0.03,0.04,-0.01,18.77
142331,0,0,20.10,17.16,101083.81,-0.88,9.73,-0.18,-0.03,0.03,-0.01,18.74
142822,0,0,20.08,17.16,101084.03,-1.02,9.74,-0.09,-0.03,0.04,-0.02,18.75
143331,0,0,20.09,17.16,101083.88,-0.99,9.73,-0.12,-0.03,0.04,-0.01,18.77
143822,0,0,20.08,17.16,101084.09,-0.91,9.74,-0.15,-0.03,0.04,-0.02,18.77
144331,0,0,20.08,17.16,101084.09,-1.00,9.71,-0.10,-0.03,0.04,-0.01,18.77
144822,0,0,20.09,17.16,101083.92,-0.89,9.72,-0.16,-0.03,0.03,-0.01,18.77
145331,0,0,20.12,17.16,101083.60,-0.94,9.70,-0.15,-0.03,0.04,-0.02,18.76
145822,0,0,20.10,17.17,101083.81,-0.96,9.74,-0.14,-0.03,0.04,-0.01,18.79
