Time,Latitude,Longitude,Altitude,Temperature,Pressure,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MPU_Temperature
517841,0,0,20.54,17.95,101078.52,-0.89,9.70,-0.06,-0.03,0.03,-0.01,19.67
518330,0,0,20.56,17.95,101078.35,-0.93,9.72,-0.12,-0.03,0.03,-0.01,19.66
518841,0,0,20.56,17.95,101078.35,-0.90,9.73,-0.07,-0.03,0.04,-0.01,19.68
519330,0,0,20.56,17.95,101078.35,-0.91,9.72,-0.12,-0.03,0.04,-0.01,19.67
519841,0,0,20.56,17.95,101078.35,-0.94,9.72,-0.13,-0.03,0.04,-0.01,19.67
520330,0,0,20.52,17.95,101078.73,-0.92,9.73,-0.11,-0.03,0.03,-0.01,19.68
520855,0,0,20.52,17.95,101078.73,-0.91,9.72,-0.09,-0.03,0.03,-0.01,19.69
521282,0,0,20.51,17.95,101078.90,-0.91,9.73,-0.10,-0.03,0.04,-0.01,19.69
521835,0,0,20.48,17.96,101079.28,-0.87,9.72,-0.09,-0.03,0.04,-0.01,19.69
522330,0,0,20.49,17.96,101079.12,-0.91,9.72,-0.13,-0.03,0.04,-0.01,19.68
522846,0,0,20.49,17.96,101079.12,-0.93,9.70,-0.10,-0.03,0.04,-0.01,19.67
523313,0,0,20.52,17.96,101078.79,-0.91,9.72,-0.12,-0.03,0.03,-0.01,19.68
523863,34°3'1.36"N,80°25'15.85"W,20.52,17.96,101078.79,-0.93,9.73,-0.11,-0.03,0.04,-0.01,19.68
524330,0,0,20.50,17.96,101079.02,-0.91,9.71,-0.09,-0.03,0.04,-0.01,19.67
524846,0,0,20.51,17.96,101078.84,-0.92,9.71,-0.15,-0.03,0.03,-0.01,19.66
525321,0,0,20.53,17.96,101078.69,-0.92,9.72,-0.12,-0.03,0.04,-0.01,19.69
525839,0,0,20.51,17.96,101078.91,-0.95,9.73,-0.12,-0.03,0.04,-0.01,19.69
526330,0,0,20.51,17.96,101078.91,-0.90,9.72,-0.09,-0.03,0.04,-0.01,19.68
526839,0,0,20.51,17.96,101078.91,-0.94,9.73,-0.15,-0.03,0.04,-0.01,19.68
527330,0,0,20.49,17.96,101079.12,-0.92,9.72,-0.09,-0.03,0.04,-0.01,19.70
527839,0,0,20.50,17.96,101078.96,-0.96,9.71,-0.14,-0.03,0.04,-0.02,19.68
528330,0,0,20.52,17.96,101078.80,-0.92,9.71,-0.08,-0.03,0.04,-0.01,19.68
528839,0,0,20.53,17.96,101078.63,-0.92,9.72,-0.11,-0.03,0.04,-0.01,19.68
529330,0,0,20.53,17.96,101078.63,-0.93,9.73,-0.11,-0.03,0.04,-0.01,19.69
529839,0,0,20.53,17.96,101078.63,-0.90,9.71,-0.11,-0.03,0.04,-0.01,19.71
530330,0,0,20.55,17.96,101078.47,-0.91,9.73,-0.10,-0.03,0.04,-0.02,19.69
530839,0,0,20.51,17.97,101078.85,-0.93,9.73,-0.09,-0.03,0.03,-0.01,19.69
531330,0,0,20.51,17.97,101078.85,-0.89,9.72,-0.10,-0.03,0.04,-0.01,19.69
531839,0,0,20.53,17.97,101078.69,-0.90,9.69,-0.09,-0.03,0.04,-0.02,19.69
532330,0,0,20.48,17.97,101079.21,-0.94,9.72,-0.13,-0.03,0.04,-0.01,19.71
532839,0,0,20.48,17.97,101079.21,-0.94,9.73,-0.15,-0.03,0.03,-0.02,19.70
533330,0,0,20.48,17.97,101079.21,-0.94,9.72,-0.09,-0.03,0.04,-0.01,19.69
533839,0,0,20.48,17.97,101079.21,-0.91,9.74,-0.11,-0.03,0.03,-0.01,19.71
534330,0,0,20.45,17.97,101079.59,-0.94,9.72,-0.12,-0.03,0.04,-0.01,19.69
534839,0,0,20.44,17.97,101079.76,-0.91,9.72,-0.14,-0.03,0.04,-0.01,19.69
535330,0,0,20.42,17.97,101079.92,-0.87,9.74,-0.10,-0.03,0.04,-0.02,19.70
535837,0,0,20.44,17.97,101079.76,-0.92,9.73,-0.08,-0.03,0.03,-0.01,19.70
536330,0,0,20.45,17.97,101079.59,-0.91,9.72,-0.11,-0.03,0.04,-0.01,19.69
536837,0,0,20.45,17.97,101079.59,-0.90,9.72,-0.08,-0.03,0.04,-0.01,19.69
537330,0,0,20.47,17.97,101079.43,-0.90,9.72,-0.07,-0.03,0.03,-0.01,19.69
537837,0,0,20.43,17.97,101079.81,-0.85,9.72,-0.09,-0.03,0.04,-0.01,19.69
538330,0,0,20.43,17.97,101079.81,-0.94,9.74,-0.16,-0.03,0.04,-0.01,19.68
538837,0,0,20.45,17.97,101079.65,-0.87,9.72,-0.05,-0.03,0.03,-0.01,19.69
539330,0,0,20.45,17.97,101079.65,-0.93,9.74,-0.18,-0.03,0.03,-0.02,19.69
539837,0,0,20.42,17.98,101080.03,-0.87,9.72,-0.06,-0.03,0.03,-0.01,19.70
540330,0,0,20.42,17.98,101080.03,-0.94,9.72,-0.13,-0.03,0.03,-0.01,19.70
540837,0,0,20.42,17.98,101080.03,-0.92,9.73,-0.08,-0.03,0.04,-0.01,19.70
541330,0,0,20.42,17.98,101080.03,-0.90,9.73,-0.12,-0.03,0.04,-0.01,19.71
541835,0,0,20.40,17.98,101080.20,-0.91,9.73,-0.15,-0.03,0.04,-0.01,19.71
542330,0,0,20.40,17.98,101080.20,-0.93,9.73,-0.08,-0.03,0.04,-0.01,19.70
542835,0,0,20.37,17.98,101080.59,-0.92,9.72,-0.13,-0.03,0.04,-0.01,19.70
543330,0,0,20.38,17.98,101080.42,-0.89,9.72,-0.09,-0.03,0.04,-0.01,19.70
543835,0,0,20.38,17.98,101080.42,-0.92,9.73,-0.12,-0.03,0.03,-0.01,19.67
544330,0,0,20.38,17.98,101080.42,-3.23,78.45,-1.94,0.71,1.19,0.08,19.69
544837,0,0,21.99,17.98,101061.19,-1.91,75.53,-0.61,-0.19,5.88,-0.39,19.68
545330,0,0,27.33,17.98,100997.22,-0.36,-10.56,-2.16,-0.20,6.95,-0.32,19.69
545837,0,0,35.62,17.98,100897.91,-0.59,-8.65,1.18,-0.37,6.12,-0.17,19.68
546330,0,0,46.21,17.98,100771.16,0.50,-6.92,-0.18,-0.37,5.52,-0.18,19.64
546837,0,0,58.69,17.98,100622.04,1.23,-5.67,-1.60,-0.33,5.06,-0.21,19.67
547330,0,0,58.69,17.98,100622.04,0.40,-4.44,-0.37,-0.19,4.44,-0.03,19.66
547839,0,0,72.59,17.98,100456.17,0.60,-3.29,-0.17,-0.11,3.97,-0.10,19.65
548330,0,0,87.54,17.98,100277.98,0.75,-2.53,-0.22,-0.17,3.57,0.00,19.66
548851,0,0,103.28,17.98,100090.59,0.09,-2.21,-0.37,-0.19,3.17,-0.14,19.65
549313,0,0,119.48,17.98,99898.12,0.16,-1.64,-0.69,-0.25,2.86,-0.06,19.64
549804,0,0,135.92,17.98,99703.03,0.22,-1.22,-0.60,-0.22,2.57,-0.17,19.63
550336,0,0,152.35,17.98,99508.41,0.23,-0.86,-0.54,-0.07,2.16,-0.15,19.66
550801,0,0,152.35,17.98,99508.41,0.34,-0.52,-0.46,0.05,1.88,-0.01,19.66
551347,0,0,168.50,17.98,99317.45,0.58,-0.24,-0.47,0.05,1.54,0.17,19.65
551784,0,0,184.31,17.98,99130.79,0.64,-0.15,-0.47,-0.12,1.22,0.31,19.64
552295,0,0,199.56,17.98,98950.87,0.63,-0.10,-0.13,-0.35,0.89,0.40,19.66
552781,0,0,214.05,17.98,98780.33,0.55,-3.08,-0.63,-0.19,1.84,0.11,19.65
553350,0,0,227.64,17.98,98620.48,-0.91,0.45,3.34,1.91,1.18,0.50,19.65
553785,0,0,227.64,17.98,98620.48,-6.52,3.95,11.93,-3.23,-2.00,-2.15,19.64
554351,0,0,240.50,17.97,98469.45,-6.73,-2.76,-0.53,0.21,-1.08,1.42,19.67
554789,0,0,252.28,17.97,98331.30,-10.44,-15.92,50.89,-3.04,0.69,-5.20,19.66
555316,0,0,262.89,17.97,98206.95,4.25,-1.27,4.34,-3.76,-1.40,-1.40,19.65
555799,0,0,272.79,17.97,98091.16,-5.07,-8.13,-0.68,0.67,1.39,-1.91,19.63
556320,No info on Latitude,No info on Longitude,281.80,17.97,97985.70,1.17,-8.69,-8.69,0.15,0.34,2.32,19.64
556790,0,0,290.06,17.97,97889.25,5.53,-9.86,1.41,-0.75,0.56,-0.35,19.64
557318,0,0,290.06,17.97,97889.25,-1.83,-9.51,-2.68,1.79,0.25,-1.30,19.65
557800,0,0,297.64,17.97,97800.73,-2.00,-10.77,-3.47,0.45,-1.58,1.04,19.63
558321,No info on Latitude,No info on Longitude,304.44,17.97,97721.40,2.89,-8.24,-3.32,0.11,-2.14,0.85,19.64
558790,0,0,310.65,17.97,97648.97,0.30,-8.85,-1.92,-1.44,-2.30,0.21,19.64
559390,0,0,316.39,17.97,97582.13,0.56,-9.00,2.07,-0.38,-0.54,0.45,19.64
559842,0,0,321.48,17.97,97522.80,-1.44,-8.56,-2.72,0.92,1.53,-0.41,19.64
560330,0,0,326.05,17.97,97469.59,1.15,-10.19,-4.17,-0.48,2.92,-1.43,19.60
560818,0,0,326.05,17.97,97469.59,0.37,-9.85,-1.94,0.33,1.23,-0.48,19.57
561300,0,0,330.18,17.97,97421.48,3.40,-9.29,2.22,0.52,-2.25,1.03,19.57
561801,0,0,333.90,17.97,97378.30,0.39,-9.66,-5.54,-0.23,-3.42,-0.13,19.60
562307,0,0,337.16,17.97,97340.36,0.77,-10.12,-1.77,0.19,-1.41,0.43,19.59
562890,0,0,340.03,17.97,97307.03,0.68,-8.85,-1.44,-0.12,1.27,-0.45,19.58
563340,0,0,342.50,17.97,97278.28,-1.59,-10.43,-3.49,0.10,2.08,-0.45,19.56
563831,0,0,344.58,17.97,97254.14,1.82,-11.04,-1.12,-0.62,0.95,-0.23,19.58
564307,0,0,344.58,17.97,97254.14,2.84,-9.27,-0.62,0.90,-1.62,0.14,19.57
564849,0,0,346.41,17.97,97232.80,-0.31,-9.17,-3.53,-0.31,-2.72,-0.49,19.55
565310,0,0,347.84,17.97,97216.21,1.29,-11.00,-1.61,0.73,-1.41,0.22,19.55
565830,0,0,348.99,17.97,97202.91,-0.07,-9.14,-3.93,0.01,0.57,-0.79,19.55
566354,0,0,349.90,17.96,97192.36,0.26,-9.71,-3.38,-0.09,1.41,-0.23,19.54
566817,0,0,350.53,17.96,97184.97,1.99,-9.12,-1.49,-0.03,0.29,0.05,19.52
567339,0,0,350.87,17.96,97181.03,1.15,-10.31,-1.23,0.03,-1.35,-0.34,19.53
567830,0,0,350.87,17.96,97181.03,-1.01,-11.06,-3.19,0.32,-1.64,0.22,19.52
568282,0,0,350.94,17.96,97180.20,0.10,-10.33,-2.59,0.04,-0.26,0.17,19.50
568836,0,0,350.87,17.96,97181.03,-0.42,-9.96,-2.76,-0.03,1.90,-0.70,19.50
569330,0,0,350.68,17.96,97183.29,0.46,-11.25,-4.30,-0.03,1.32,-0.10,19.52
569783,0,0,350.24,17.96,97188.38,3.26,-9.08,-0.06,-0.38,-0.40,0.03,19.46
570335,0,0,349.62,17.96,97195.61,1.97,-10.05,-1.50,0.24,-2.25,-0.08,19.47
570830,0,0,348.87,17.96,97204.31,-1.47,-9.94,-1.85,0.11,-1.71,0.30,19.47
571283,0,0,348.87,17.96,97204.31,-0.40,-9.00,-1.86,-0.05,0.34,-0.04,19.46
571835,0,0,347.98,17.96,97214.61,0.94,-9.28,-3.10,0.09,2.31,-0.59,19.43
572331,0,0,347.00,17.96,97225.94,2.21,-10.21,-0.93,-0.18,0.95,-0.39,19.40
572863,0,0,345.90,17.96,97238.75,0.98,-8.89,-1.43,0.12,-1.87,0.33,19.42
573338,0,0,344.63,17.96,97253.52,-0.77,-9.34,-4.70,0.36,-2.17,0.21,19.41
573830,0,0,343.26,17.96,97269.45,1.18,-9.37,-2.82,-0.18,-0.57,0.30,19.41
574281,0,0,341.78,17.96,97286.70,-0.17,-8.66,-2.67,0.12,1.02,-0.55,19.42
574836,0,0,341.78,17.96,97286.70,-0.22,-9.64,-3.30,0.34,0.61,0.15,19.45
575329,0,0,340.17,17.96,97305.38,2.64,-8.56,-2.54,-0.36,-0.32,0.41,19.44
575780,0,0,338.42,17.96,97325.73,1.95,-9.79,-1.74,0.13,-0.62,-0.64,19.43
576335,0,0,336.64,17.96,97346.42,-0.55,-9.46,-2.58,-0.15,-0.91,-0.41,19.40
576831,0,0,334.80,17.95,97367.73,-0.22,-8.53,-2.19,-0.17,0.13,0.47,19.44
577334,0,0,332.90,17.95,97389.91,2.16,-10.33,-0.96,0.00,1.13,0.19,19.42
577830,0,0,330.92,17.95,97412.89,1.85,-9.13,-3.61,0.16,0.77,0.12,19.39
578375,0,0,328.80,17.95,97437.64,2.29,-10.36,-2.47,-0.07,-0.91,-0.05,19.39
578841,0,0,328.80,17.95,97437.64,1.50,-11.18,-0.29,0.37,-1.24,-0.50,19.36
579330,0,0,326.61,17.95,97463.09,-0.43,-10.54,-2.48,0.06,-1.61,-0.04,19.38
579841,0,0,324.27,17.95,97490.36,-0.71,-8.77,-2.94,0.13,-0.14,0.36,19.37
580330,0,0,321.95,17.95,97517.29,2.28,-8.82,-2.59,0.01,1.44,-0.40,19.37
580854,0,0,319.66,17.95,97544.02,1.02,-10.13,-3.50,0.69,0.73,-0.36,19.35
581322,0,0,317.21,17.95,97572.59,2.21,-9.47,-1.32,-0.26,-1.54,0.45,19.35
581831,0,0,317.21,17.95,97572.59,2.85,-9.54,-2.40,-0.05,-2.34,-0.08,19.37
582340,0,0,314.75,17.95,97601.16,-1.57,-8.46,-1.34,-0.56,-1.37,-0.19,19.36
582831,0,0,312.21,17.95,97630.84,-0.84,-9.76,-0.39,0.19,0.70,0.27,19.33
583340,0,0,309.59,17.95,97661.39,2.22,-9.01,-2.81,-0.09,2.15,0.02,19.31
583831,0,0,307.04,17.95,97691.11,3.41,-8.61,-1.52,0.64,1.49,-0.33,19.30
584340,0,0,304.34,17.94,97722.60,1.46,-11.36,-0.65,0.29,-1.03,-0.02,19.29
584831,0,0,301.62,17.94,97754.30,2.30,-10.33,-1.70,0.02,-3.41,0.76,19.30
585340,0,0,301.62,17.94,97754.30,0.66,-11.30,-2.23,0.10,-1.70,-0.37,19.29
585831,0,0,298.93,17.94,97785.62,-1.98,-9.39,-0.52,-1.07,0.36,-0.75,19.29
586340,0,0,296.11,17.94,97818.62,-0.54,-9.20,-2.38,-0.18,1.48,0.28,19.29
586831,0,0,293.41,17.94,97850.12,3.61,-9.24,-0.05,-0.23,0.82,0.45,19.29
587340,0,0,290.53,17.94,97883.78,2.30,-9.42,-1.87,0.08,-1.28,0.04,19.30
587831,0,0,287.80,17.94,97915.60,0.33,-11.73,-2.64,-0.02,-1.80,0.24,19.30
588390,0,0,284.89,17.94,97949.59,0.38,-9.31,-1.91,-0.25,0.08,-0.06,19.27
588858,0,0,284.89,17.94,97949.59,-0.58,-9.90,-1.96,0.02,1.68,-0.46,19.28
589282,0,0,281.97,17.94,97983.77,1.31,-10.86,-3.03,-0.26,1.34,0.12,19.27
589814,0,0,279.12,17.93,98017.06,2.95,-9.68,0.41,0.01,-0.44,0.07,19.24
590351,0,0,276.19,17.93,98051.38,2.39,-9.12,-2.99,0.13,-2.33,-0.06,19.23
590817,0,0,273.34,17.93,98084.68,-0.06,-10.40,-2.65,0.24,-1.66,0.06,19.24
591350,0,0,270.41,17.93,98119.01,-1.34,-8.99,-2.46,0.41,0.48,0.21,19.25
591861,0,0,267.49,17.93,98153.12,0.02,-9.94,-3.30,-0.16,2.44,0.04,19.22
592347,0,0,267.49,17.93,98153.12,2.20,-8.78,-0.48,0.53,2.98,-0.01,19.19
592811,0,0,264.50,17.93,98188.11,2.81,-9.56,1.20,0.21,0.73,0.27,19.20
593347,0,0,261.42,17.93,98224.20,1.22,-8.66,1.89,-0.24,-0.87,-0.17,19.19
593813,0,0,258.33,17.92,98260.45,2.89,-8.36,2.28,0.62,-2.75,-0.02,19.19
594297,0,0,255.26,17.92,98296.41,-1.15,-9.83,-2.54,0.18,-3.75,-0.76,19.19
594835,0,0,252.15,17.92,98332.88,-0.49,-9.11,-1.58,0.27,-1.52,-0.74,19.23
595331,0,0,249.07,17.92,98368.97,-0.69,-9.78,-3.17,0.72,0.70,-0.32,19.20
595829,0,0,249.07,17.92,98368.97,2.13,-10.19,-2.88,-0.18,1.54,0.32,19.19
596331,0,0,245.89,17.92,98406.20,0.72,-9.09,-1.69,-0.16,1.11,-0.35,19.20
596826,0,0,242.68,17.91,98443.94,1.52,-8.54,-1.76,-0.06,-0.55,0.30,19.17
597329,0,0,239.44,17.91,98481.88,1.53,-10.41,-2.85,-0.28,-1.43,0.37,19.16
597827,0,0,236.20,17.91,98519.95,0.32,-9.43,-2.60,-0.09,-0.72,-0.37,19.18
598330,0,0,232.94,17.91,98558.22,-1.98,-10.03,-2.72,-0.02,1.10,-0.57,19.18
598783,0,0,232.94,17.91,98558.22,2.18,-9.36,-2.76,-0.16,1.63,0.20,19.16
599335,0,0,229.69,17.91,98596.45,3.42,-9.09,1.15,-0.35,-0.39,0.05,19.15
599831,0,0,226.29,17.91,98636.36,2.30,-9.45,-1.08,0.27,-2.34,-0.27,19.15
600381,0,0,222.94,17.91,98675.74,-1.27,-9.64,-0.80,0.11,-2.24,0.19,19.16
600844,0,0,219.55,17.90,98715.61,-1.13,-10.91,-0.97,0.43,0.03,-0.03,19.15
601330,0,0,216.14,17.90,98755.69,-1.29,-8.88,-1.57,-0.61,2.40,-0.31,19.14
601842,0,0,212.71,17.90,98796.06,0.17,-10.07,-3.51,-0.07,3.47,0.22,19.13
602330,0,0,209.35,17.90,98835.65,2.02,-10.62,1.28,0.01,1.74,0.29,19.11
602842,0,0,209.35,17.90,98835.65,0.45,-9.86,2.61,0.58,0.05,0.14,19.11
603330,0,0,205.81,17.90,98877.33,3.01,-8.99,0.57,-0.39,-1.61,-0.13,19.14
603842,0,0,202.38,17.90,98917.70,1.90,-8.52,-1.92,-0.13,-3.85,0.35,19.14
604330,0,0,199.02,17.89,98957.23,-0.52,-8.37,-3.03,-0.15,-3.08,-0.27,19.13
604844,0,0,195.60,17.89,98997.65,-0.42,-10.27,0.55,-0.04,-0.89,0.14,19.14
605330,0,0,192.13,17.89,99038.52,-1.03,-9.90,-0.69,0.32,1.53,-0.25,19.11
605844,0,0,188.66,17.89,99079.37,0.40,-9.29,-3.29,-0.27,3.04,-0.13,19.14
606330,0,0,188.66,17.89,99079.37,1.84,-9.50,-1.04,0.13,2.04,-0.31,19.12
606864,0,0,185.23,17.89,99119.90,2.04,-9.90,0.30,-0.28,-0.99,0.17,19.09
607294,0,0,181.75,17.88,99160.92,4.13,-9.26,-1.53,0.42,-3.04,-0.17,19.12
607840,0,0,178.29,17.88,99201.83,-2.59,-8.91,-1.69,-0.55,-2.31,-0.65,19.11
608330,0,0,174.76,17.88,99243.52,-0.55,-9.85,-0.59,0.35,0.03,0.06,19.09
608853,0,0,171.18,17.88,99285.73,1.90,-8.13,-3.56,0.51,1.47,-0.19,19.06
609321,0,0,167.64,17.88,99327.59,1.84,-9.59,-1.85,0.05,0.70,-0.82,19.07
609851,34°2'54.02"3,0°11'0.00"20,167.64,17.88,99327.59,-0.42,-10.84,-1.66,-0.20,-2.34,0.87,19.07
610330,0,0,164.07,17.88,99369.81,0.59,-9.87,-3.01,0.46,-1.42,0.19,19.07
610853,0,0,160.49,17.88,99412.18,-0.92,-9.21,-2.38,-0.56,0.46,-0.55,19.05
611317,0,0,156.89,17.88,99454.73,-1.36,-9.61,-1.88,-0.24,1.35,0.13,19.04
611893,0,0,153.41,17.87,99495.92,1.12,-10.01,-1.40,-0.66,0.84,1.07,19.04
612386,0,0,149.87,17.87,99537.77,2.04,-8.42,-2.04,0.04,0.03,0.47,19.02
612849,0,0,146.22,17.87,99580.98,0.32,-9.04,-4.16,0.16,-0.19,-0.39,19.05
613310,0,0,146.22,17.87,99580.98,1.38,-9.48,-1.49,-0.34,-0.61,0.16,19.03
613830,0,0,142.59,17.87,99623.98,0.74,-9.64,-1.75,0.36,0.20,-0.10,19.02
614353,0,0,138.89,17.87,99667.86,-1.80,-8.97,-3.46,0.08,1.12,-0.25,19.04
614820,0,0,135.39,17.87,99709.38,2.32,-9.75,-2.02,-0.62,1.06,0.51,18.99
615297,0,0,131.80,17.87,99751.94,1.57,-9.88,-1.99,0.72,0.50,-0.33,19.01
615836,0,0,128.17,17.86,99794.94,0.92,-11.35,-2.81,0.40,-0.43,-0.43,19.01
616330,0,0,124.46,17.86,99838.97,1.02,-9.42,-3.20,-0.12,-1.46,0.31,19.01
616784,0,0,124.46,17.86,99838.97,1.51,-8.43,-2.51,0.03,-0.45,-0.24,19.00
617335,0,0,120.77,17.86,99882.80,-0.78,-8.84,-2.61,-0.35,0.63,-0.64,19.01
617830,0,0,117.02,17.86,99927.33,-1.69,-9.92,-2.14,-0.27,1.27,0.58,19.00
618282,0,0,113.42,17.86,99970.06,2.75,-9.87,-1.13,0.45,1.53,0.26,18.96
618836,0,0,109.74,17.86,100013.88,3.15,-9.55,-2.68,1.03,-0.78,-0.41,18.97
619330,0,0,106.03,17.86,100057.92,-0.01,-9.52,-2.53,-0.51,-2.97,0.34,18.95
619819,0,0,102.29,17.86,100102.41,0.75,-9.26,-2.59,0.44,-1.31,-0.23,18.98
620330,0,0,102.29,17.86,100102.41,-1.30,-10.09,-2.67,-0.25,0.51,-0.58,18.99
620853,0,0,98.63,17.85,100145.91,-0.28,-9.34,-2.93,-0.19,1.43,0.34,18.95
621330,0,0,94.93,17.85,100189.95,1.57,-8.70,-2.55,-0.41,0.80,0.29,18.97
621836,0,0,91.23,17.85,100233.98,1.63,-9.94,-1.42,0.52,-0.74,-0.05,18.95
622330,0,0,87.58,17.85,100277.48,0.19,-9.98,-3.14,0.02,-1.61,-0.23,18.95
622853,0,0,83.80,17.85,100322.52,0.19,-10.06,-2.11,0.11,-1.00,0.48,18.95
623281,0,0,83.80,17.85,100322.52,-0.74,-9.60,-2.46,-0.24,0.66,-0.39,18.93
623811,0,0,80.08,17.85,100366.89,-0.20,-9.79,-3.19,-0.12,2.02,-0.41,18.93
624335,0,0,76.48,17.85,100409.73,6.09,5.58,-4.02,-5.26,1.40,-4.44,18.95
624807,0,0,72.81,17.85,100453.56,6.56,-0.18,-7.60,-0.03,0.08,-0.02,18.94
625346,0,0,69.34,17.84,100494.93,6.49,-0.19,-8.15,-0.03,0.04,-0.02,18.96
625786,0,0,66.06,17.84,100534.05,6.62,-0.12,-8.17,-0.04,-0.03,-0.01,18.94
626281,0,0,63.04,17.84,100570.15,6.66,-0.23,-8.19,-0.03,0.14,-0.02,18.97
626811,0,0,63.04,17.84,100570.15,6.77,-0.20,-7.90,-0.03,0.04,-0.02,18.97
627353,0,0,60.17,17.84,100604.34,6.76,-0.23,-7.91,-0.03,0.04,-0.02,18.99
627809,0,0,57.52,17.84,100636.00,6.80,-0.20,-7.91,-0.03,0.04,-0.02,18.97
628353,0,0,55.00,17.84,100666.08,6.77,-0.20,-7.90,-0.03,0.04,-0.02,18.97
628819,0,0,52.65,17.84,100694.19,6.80,-0.22,-7.92,-0.03,0.04,-0.02,18.99
629292,0,0,50.45,17.84,100720.48,6.76,-0.21,-7.90,-0.03,0.04,-0.02,18.98
629836,0,0,48.38,17.84,100745.30,6.79,-0.20,-7.89,-0.03,0.04,-0.02,18.98
630329,0,0,46.44,17.84,100768.48,6.78,-0.21,-7.90,-0.03,0.04,-0.02,18.98
630822,0,0,46.44,17.84,100768.48,6.76,-0.21,-7.91,-0.03,0.04,-0.02,18.99
631328,0,0,44.61,17.84,100790.34,6.79,-0.18,-7.93,-0.03,0.04,-0.02,18.99
631822,0,0,42.92,17.84,100810.56,6.78,-0.19,-7.91,-0.03,0.04,-0.02,18.98
632329,0,0,41.33,17.84,100829.62,6.76,-0.20,-7.91,-0.03,0.04,-0.02,18.98
632825,0,0,39.84,17.84,100847.38,6.78,-0.20,-7.89,-0.03,0.04,-0.02,18.99
633282,0,0,38.44,17.84,100864.15,6.78,-0.21,-7.91,-0.03,0.04,-0.02,18.99
633867,0,0,37.09,17.84,100880.31,6.79,-0.18,-7.92,-0.03,0.04,-0.02,19.00
634341,0,0,37.09,17.84,100880.31,6.79,-0.19,-7.91,-0.03,0.04,-0.02,19.03
634797,0,0,35.87,17.84,100894.95,6.75,-0.19,-7.88,-0.03,0.04,-0.02,19.01
635314,34°2'51.45"N,802°97'0.00"14,34.70,17.84,100908.97,6.77,-0.21,-7.90,-0.03,0.04,-0.02,19.01
635796,0,0,33.62,17.84,100921.80,6.78,-0.20,-7.92,-0.03,0.04,-0.02,19.02
636282,0,0,32.62,17.84,100933.80,6.79,-0.20,-7.89,-0.03,0.04,-0.02,18.99
636782,0,0,31.66,17.85,100945.36,6.77,-0.22,-7.91,-0.03,0.04,-0.02,19.01
637281,0,0,31.66,17.85,100945.36,6.78,-0.21,-7.91,-0.03,0.04,-0.02,19.01
637782,0,0,30.79,17.85,100955.71,6.79,-0.20,-7.91,-0.03,0.04,-0.02,19.02
638305,0,0,29.94,17.85,100965.95,6.79,-0.21,-7.90,-0.03,0.04,-0.02,19.02
638784,0,0,29.15,17.85,100975.33,6.77,-0.22,-7.89,-0.03,0.04,-0.02,19.02
639306,0,0,28.39,17.85,100984.42,6.78,-0.22,-7.91,-0.03,0.04,-0.02,19.01
639816,0,0,27.70,17.85,100992.70,6.79,-0.20,-7.92,-0.03,0.04,-0.02,19.02
640353,0,0,27.07,17.85,101000.27,6.79,-0.20,-7.91,-0.03,0.04,-0.02,19.02
640816,0,0,27.07,17.85,101000.27,6.75,-0.21,-7.88,-0.03,0.04,-0.02,19.03
641353,0,0,26.46,17.86,101007.55,6.77,-0.19,-7.90,-0.03,0.04,-0.02,19.02
641834,0,0,25.88,17.86,101014.52,6.77,-0.20,-7.90,-0.03,0.04,-0.02,19.02
642332,0,0,25.39,17.86,101020.43,6.80,-0.19,-7.91,-0.03,0.04,-0.02,19.03
642830,0,0,24.88,17.86,101026.57,6.76,-0.21,-7.89,-0.03,0.04,-0.02,19.03
643280,0,0,24.40,17.86,101032.22,6.78,-0.21,-7.91,-0.03,0.04,-0.02,19.01
643836,0,0,23.98,17.86,101037.31,6.77,-0.22,-7.91,-0.03,0.04,-0.02,19.03
644329,0,0,23.98,17.86,101037.31,6.80,-0.21,-7.90,-0.03,0.04,-0.02,19.02
644835,0,0,23.56,17.87,101042.30,6.80,-0.18,-7.90,-0.03,0.04,-0.02,19.04
645329,0,0,23.17,17.87,101046.96,6.77,-0.20,-7.93,-0.03,0.04,-0.02,19.02
645829,0,0,22.83,17.87,101051.06,6.77,-0.20,-7.90,-0.03,0.04,-0.02,19.04
646330,0,0,22.48,17.87,101055.23,6.81,-0.21,-7.91,-0.03,0.04,-0.02,19.04
646828,0,0,22.15,17.87,101059.23,6.77,-0.20,-7.91,-0.03,0.04,-0.02,19.04
647323,0,0,21.86,17.88,101062.74,6.78,-0.20,-7.90,-0.03,0.04,-0.02,19.05
647852,0,0,21.60,17.88,101065.87,6.79,-0.21,-7.89,-0.03,0.04,-0.02,19.05
648325,0,0,21.60,17.88,101065.87,6.80,-0.20,-7.89,-0.03,0.04,-0.02,19.06
648832,0,0,21.33,17.88,101069.02,6.79,-0.18,-7.89,-0.03,0.04,-0.02,19.06
649330,0,0,21.08,17.88,101072.03,6.80,-0.19,-7.89,-0.03,0.04,-0.02,19.04
649835,0,0,20.84,17.88,101074.88,6.80,-0.21,-7.89,-0.03,0.04,-0.02,19.06
650330,0,0,20.67,17.88,101077.02,6.77,-0.21,-7.92,-0.03,0.04,-0.02,19.04
650831,0,0,20.46,17.89,101079.55,6.77,-0.21,-7.88,-0.03,0.04,-0.02,19.06
